"","PROBEID","SYMBOL","GENENAME","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"8113981","8113981","P4HA2","prolyl 4-hydroxylase, alpha polypeptide II",0.0162014338120207,7.25248026805415,0.168137545543089,0.869096350442497,0.948605003588408,-6.4049895670451
"7946087","7946087","OR52H1","olfactory receptor, family 52, subfamily H, member 1",-0.0182657595913094,3.56844309786069,-0.167404705731969,0.869661176480345,0.949113367016673,-6.40511836182516
"8052721","8052721","PPP3R1","protein phosphatase 3, regulatory subunit B, alpha",-0.015825276017047,8.11388172078469,-0.167387568149645,0.869674385925428,0.949113367016673,-6.40512136701101
"7944113","7944113","CEP164","centrosomal protein 164kDa",0.0119122359666557,4.96240636251143,0.167303467988273,0.869739209922479,0.949122842947937,-6.4051361100784
"8039748","8039748","A1BG","alpha-1-B glycoprotein",0.0137224507324039,5.2305145740191,0.166960743992199,0.870003390058759,0.949260936028752,-6.40519611457652
"8175528","8175528","SOX3","SRY (sex determining region Y)-box 3",0.0123555550776908,6.5919187469641,0.166918007617607,0.870036333454591,0.949260936028752,-6.40520358831856
"7906688","7906688","PPOX","protoporphyrinogen oxidase",-0.0130317556642678,4.39879249251768,-0.16689301166893,0.870055601734744,0.949260936028752,-6.40520795873007
"8075507","8075507","EIF4ENIF1","eukaryotic translation initiation factor 4E nuclear import factor 1",-0.0132518028532393,6.36281549599503,-0.16684793387141,0.870090350449636,0.949260936028752,-6.40521583870114
"7959131","7959131","CCDC64","coiled-coil domain containing 64",0.019312328982581,5.04675833720776,0.16674373889063,0.870170671369697,0.949284805414807,-6.4052340447333
"8148703","8148703","SPATC1","spermatogenesis and centriole associated 1",0.0106549205216382,4.82496866815933,0.166673871988822,0.870224530599709,0.949284805414807,-6.40524624626442
"7996174","7996174","USB1","U6 snRNA biogenesis 1",0.0174389032816862,5.4148312682987,0.166395681859416,0.870438989421448,0.94945748468669,-6.40529477879896
"8178346","8178346","GNL1","guanine nucleotide binding protein-like 1",-0.0161813061576188,6.21527084166975,-0.166214294631197,0.870578827925099,0.949548752574305,-6.4053263798078
"7945503","7945503","DEAF1","DEAF1 transcription factor",-0.0142235721637718,5.88052807292341,-0.166052071086364,0.870703896237902,0.949563838280019,-6.40535461308025
"8081343","8081343","TRMT10C","tRNA methyltransferase 10C, mitochondrial RNase P subunit",0.0156829524334832,6.27199534399184,0.165997186929227,0.870746210700079,0.949563838280019,-6.40536415886668
"8036460","8036460","DPF1","D4, zinc and double PHD fingers family 1",-0.0145023459588343,4.14861085824093,-0.165930070995969,0.87079795615266,0.949563838280019,-6.40537582780795
"8098508","8098508","ING2","inhibitor of growth family, member 2",0.0177360541146356,6.20965311554046,0.165898455014268,0.87082233185032,0.949563838280019,-6.40538132301245
"7915078","7915078","EPHA10","EPH receptor A10",-0.0150738238296722,5.3627620866757,-0.165698509802636,0.87097649137432,0.949563838280019,-6.40541605153881
"8011861","8011861","DHX33","DEAH (Asp-Glu-Ala-His) box polypeptide 33",-0.0133156536557379,5.7990936565298,-0.165571086576917,0.871074738673295,0.949563838280019,-6.40543816195179
"8125568","8125568","COL11A2","collagen, type XI, alpha 2",-0.014081216817087,5.60313566386988,-0.165529232188642,0.87110701020441,0.949563838280019,-6.40544542080895
"8149907","8149907","TRIM35","tripartite motif containing 35",-0.016935531100108,5.50090603011966,-0.165493016325776,0.871134934384324,0.949563838280019,-6.40545170029531
"7950628","7950628","INTS4","integrator complex subunit 4",0.0140738052732345,5.99104501706598,0.165453052285404,0.871165748799109,0.949563838280019,-6.4054586280923
"7920487","7920487","C1orf189","chromosome 1 open reading frame 189",-0.0160406640428619,3.93298120291473,-0.165405578622374,0.871202353819827,0.949563838280019,-6.40546685552331
"8007208","8007208","HSPB9","heat shock protein, alpha-crystallin-related, B9",0.0153320497256555,3.88900963744751,0.165395015097506,0.871210498968495,0.949563838280019,-6.405468685917
"8077931","8077931","MKRN2","makorin ring finger protein 2",-0.0194729351385803,7.31017377912969,-0.165217809231799,0.871347138228521,0.949651541960507,-6.40549937389231
"7913776","7913776","IFNLR1","interferon, lambda receptor 1",-0.0191222014556516,5.62061375870635,-0.165056418195691,0.87147158679111,0.949725948964772,-6.40552729460378
"8021129","8021129","RNF165","ring finger protein 165",0.0199345859600006,3.77356062000075,0.164894389407716,0.87159653071105,0.94980088618029,-6.40555529831656
"8049957","8049957","LOC285097","uncharacterized FLJ38379",-0.0233621715364749,3.88282290402322,-0.164805936671523,0.871664740053762,0.949813992610306,-6.40557057419929
"8124527","8124527","HIST1H1B","histone cluster 1, H1b",0.0228085173673751,9.93786518766981,0.164584270082369,0.871835680473549,0.949899038743856,-6.40560882040525
"8120838","8120838","TTK","TTK protein kinase",0.0311729897922337,5.37724944015887,0.164546528247648,0.871864786137585,0.949899038743856,-6.40561532725008
"8106602","8106602","ZFYVE16","zinc finger, FYVE domain containing 16",-0.0181056668255817,6.62051589196387,-0.164437800623735,0.871948635551143,0.949899038743856,-6.40563406402593
"8037331","8037331","XRCC1","X-ray repair complementing defective repair in Chinese hamster cells 1",0.0111204484514671,5.86245504502176,0.164413291249959,0.871967537103153,0.949899038743856,-6.40563828596553
"7962783","7962783","ASB8","ankyrin repeat and SOCS box containing 8",-0.0146466056017651,7.000202692745,-0.164317509891967,0.872041404170948,0.949902251777854,-6.40565477907671
"8132167","8132167","CCDC129","coiled-coil domain containing 129",-0.0164976334048736,3.5203122362512,-0.164263754556918,0.872082861105174,0.949902251777854,-6.40566403130669
"7941260","7941260","FRMD8","FERM domain containing 8",0.0153980068017745,5.57327029241522,0.16416831915119,0.872156463315611,0.94992121948291,-6.40568044997712
"8027584","8027584","KCTD15","potassium channel tetramerization domain containing 15",-0.0146801064235795,5.43913963372317,-0.163895643575334,0.872366764482715,0.950003499743971,-6.40572730862553
"7911941","7911941","CHD5","chromodomain helicase DNA binding protein 5",0.0123386806899513,4.44441499831213,0.163878726623461,0.872379812023104,0.950003499743971,-6.40573021320821
"7994756","7994756","PPP4C","protein phosphatase 4, catalytic subunit",-0.0166373014483376,7.44481963769942,-0.163851789926978,0.872400587573947,0.950003499743971,-6.40573483753059
"8172460","8172460","SLC35A2","solute carrier family 35 (UDP-galactose transporter), member A2",-0.0126649289029048,6.31031432993584,-0.163637766410905,0.87256566167011,0.950119350342636,-6.405771552841
"7959827","7959827","TMEM132C","transmembrane protein 132C",0.0137244566945389,3.95426416969895,0.163510528039736,0.872663802241167,0.950119350342636,-6.4057933576834
"8054930","8054930","NIFK","nucleolar protein interacting with the FHA domain of MKI67",0.0157728816604568,8.31927588545734,0.163495264864941,0.872675575069233,0.950119350342636,-6.40579597219951
"7932308","7932308","C1QL3","complement component 1, q subcomponent-like 3",-0.0152532825055527,5.80420262113805,-0.163413745819124,0.872738453067424,0.950126620359191,-6.40580993194581
"8008629","8008629","DGKE","diacylglycerol kinase, epsilon 64kDa",-0.0142089940739245,5.2641331869847,-0.163078029226376,0.872997410478231,0.95026683794816,-6.40586734874255
"8178244","8178244","RING1","ring finger protein 1",0.0150694777932712,6.27320113137169,0.163050123049619,0.87301893679556,0.95026683794816,-6.40587211617551
"8120022","8120022","CDC5L","cell division cycle 5-like",-0.0142082373297567,7.82555195336007,-0.162822803715166,0.873194290720027,0.95026683794816,-6.40591092067296
"7917697","7917697","GFI1","growth factor independent 1 transcription repressor",-0.0122204182723706,5.41827260950444,-0.162781837071304,0.873225893094009,0.95026683794816,-6.40591790814196
"8069991","8069991","TCP10L","t-complex 10-like",-0.0118907331804818,3.73941159964542,-0.162735687953644,0.873261493588984,0.95026683794816,-6.40592577746166
"8130827","8130827","KIF25-AS1","KIF25 antisense RNA 1",-0.0165822279351087,4.88620318918878,-0.162692647650285,0.873294696132023,0.95026683794816,-6.40593311466583
"8040960","8040960","GCKR","glucokinase (hexokinase 4) regulator",-0.0146051177166253,3.74900749068312,-0.162501294436284,0.873442314598971,0.95026683794816,-6.40596571180183
"7921473","7921473","CFAP45","cilia and flagella associated protein 45",0.0174972862540277,3.72175980600231,0.162425711478241,0.873500624049537,0.95026683794816,-6.40597857688013
"7919217","7919217","NUDT17","nudix (nucleoside diphosphate linked moiety X)-type motif 17",0.0182502093990804,5.13768601521758,0.162409938301037,0.87351279256823,0.95026683794816,-6.40598126090245
"8083324","8083324","TSC22D2","TSC22 domain family, member 2",-0.0117782489962392,6.60159877035887,-0.162327636464723,0.873576286435039,0.95026683794816,-6.40599526147754
"7914235","7914235","SRSF4","serine/arginine-rich splicing factor 4",0.0135946405141905,8.36565001714454,0.162279731911142,0.873613244054235,0.95026683794816,-6.40600340738947
"7919637","7919637","HIST2H2BE","histone cluster 2, H2be",-0.0133154739843526,6.19396122589993,-0.162272646796808,0.873618710136159,0.95026683794816,-6.40600461197186
"7897441","7897441","H6PD","hexose-6-phosphate dehydrogenase (glucose 1-dehydrogenase)",0.0153728559719113,5.93918638926767,0.162243711429921,0.87364103349972,0.95026683794816,-6.40600953090181
"8054997","8054997","MAP3K2","mitogen-activated protein kinase kinase kinase 2",0.0148360014342757,7.16867532252677,0.162066403989111,0.873777826984829,0.95026683794816,-6.40603965358586
"8104074","8104074","MTNR1A","melatonin receptor 1A",0.0320689970184143,5.41419373596331,0.161967871500149,0.873853847069766,0.95026683794816,-6.40605637904947
"7997880","7997880","CDH15","cadherin 15, type 1, M-cadherin (myotubule)",-0.0137353470527257,4.49644334756504,-0.161937871105375,0.873876993324609,0.95026683794816,-6.40606146947513
"7996675","7996675","THAP11","THAP domain containing 11",0.0112799334286766,6.16419779417558,0.161894499975218,0.873910455739167,0.95026683794816,-6.40606882696872
"7933219","7933219","OR13A1","olfactory receptor, family 13, subfamily A, member 1",0.013645726360239,3.82127083126222,0.161831540311282,0.873959031874342,0.95026683794816,-6.4060795039757
"8162664","8162664","LOC100130916","HSAL5836",0.0184206790971189,4.70336092816203,0.161802180977979,0.873981684066481,0.95026683794816,-6.40608448146075
"8164562","8164562","C9orf50","chromosome 9 open reading frame 50",0.0170934033642256,4.80925713221338,0.161789553405494,0.873991426905,0.95026683794816,-6.40608662202138
"8105633","8105633","PPWD1","peptidylprolyl isomerase domain and WD repeat containing 1",0.014784494085065,7.55800567044048,0.161685516165841,0.874071697940147,0.950292998416471,-6.40610425154323
"7953483","7953483","USP5","ubiquitin specific peptidase 5 (isopeptidase T)",0.0163685874498967,6.70316002895766,0.161604391158058,0.874134291807881,0.950299938094272,-6.40611799066059
"7956152","7956152","PA2G4","proliferation-associated 2G4, 38kDa",0.014583016072315,9.5874903579902,0.161504498644189,0.874211367389765,0.950319466208112,-6.40613489876024
"7962367","7962367","ZCRB1","zinc finger CCHC-type and RNA binding motif 1",0.0123735372030902,7.72073093838949,0.161435406442759,0.874264678690096,0.950319466208112,-6.40614658741789
"7971184","7971184","MRPS31","mitochondrial ribosomal protein S31",-0.0118966705287926,6.74665158135853,-0.160946112914694,0.874642234150425,0.950668741837925,-6.40622922100851
"8170479","8170479","VMA21","VMA21 vacuolar H+-ATPase homolog (S. cerevisiae)",-0.0105384020737667,6.01631981099108,-0.160664504333412,0.874859547379315,0.950843812792973,-6.40627666678737
"8033479","8033479","ELAVL1","ELAV like RNA binding protein 1",-0.016169324941643,6.31408862443209,-0.160485471262071,0.874997710086504,0.950932841779534,-6.40630678748591
"8006845","8006845","RPL19","ribosomal protein L19",0.0183294530548963,10.1715758005007,0.159956503841985,0.875405947703106,0.95126103431133,-6.40639558609063
"8035639","8035639","HAPLN4","hyaluronan and proteoglycan link protein 4",-0.0171174635264721,4.79025639427688,-0.159863417429624,0.875477792224045,0.95126103431133,-6.40641118244433
"7920912","7920912","UBQLN4","ubiquilin 4",-0.0121941805164791,6.0111061511945,-0.159826445507836,0.875506327642392,0.95126103431133,-6.40641737447192
"8180319","8180319","TGIF1","TGFB-induced factor homeobox 1",-0.020064260911786,8.03841706865589,-0.159802555978834,0.875524765993393,0.95126103431133,-6.40642137471235
"8016099","8016099","EFTUD2","elongation factor Tu GTP binding domain containing 2",-0.0167675511807985,7.56271348488865,-0.159688592907857,0.875612725701528,0.951295465632674,-6.40644044933993
"8030220","8030220","PPFIA3","protein tyrosine phosphatase, receptor type, f polypeptide (PTPRF), interacting protein (liprin), alpha 3",0.0154860987251135,4.22375070934732,0.159455733364674,0.87579245820014,0.951412806692174,-6.40647938218849
"8064168","8064168","LIME1","Lck interacting transmembrane adaptor 1",-0.0149372867636304,6.06233641368478,-0.159402840320888,0.875833284665226,0.951412806692174,-6.4064882177316
"8052024","8052024","FBXO11","F-box protein 11",-0.0132937130731667,7.63254743346912,-0.159325952791378,0.875892632374178,0.951416142567326,-6.40650105623834
"8060094","8060094","OTOS","otospiralin",0.0127880533361546,6.49241474164959,0.159233983773189,0.875963622163338,0.951432123115541,-6.40651640491536
"7945296","7945296","GLB1L3","galactosidase, beta 1-like 3",0.0135873362550463,4.12752632415789,0.159139676142919,0.876036418260749,0.951450063414893,-6.40653213471646
"8026193","8026193","C19orf53","chromosome 19 open reading frame 53",-0.0130334934849738,8.03275735024543,-0.158886088659939,0.87623216836752,0.951494518348823,-6.40657438516324
"8019437","8019437","CCDC57","coiled-coil domain containing 57",-0.0110723369822869,4.91030813013777,-0.158849620205057,0.876260319918628,0.951494518348823,-6.40658045568715
"8171052","8171052","IL9R","interleukin 9 receptor",0.011886494525247,5.14259973022339,0.158792481776841,0.876304427853898,0.951494518348823,-6.4065899641355
"8176972","8176972","IL9R","interleukin 9 receptor",0.011886494525247,5.14259973022339,0.158792481776841,0.876304427853898,0.951494518348823,-6.4065899641355
"8024391","8024391","DOT1L","DOT1-like histone H3K79 methyltransferase",-0.0119187624430612,6.17752772785239,-0.158722103373335,0.876358756962589,0.951494518348823,-6.40660167117525
"7941694","7941694","RBM14","RNA binding motif protein 14",0.0150671333990147,6.64982605208924,0.158597555522725,0.876454904160832,0.951499499836699,-6.40662237632093
"8142324","8142324","THAP5","THAP domain containing 5",0.0171667169226097,5.53983322025435,0.158570346980597,0.876475908609779,0.951499499836699,-6.4066268973824
"8092035","8092035","PHC3","polyhomeotic homolog 3 (Drosophila)",-0.0133563126892149,8.14166108247673,-0.158366733608993,0.876633097143507,0.951527775446892,-6.40666070593091
"8037931","8037931","ZNF541","zinc finger protein 541",0.0138536504004865,4.52036395503412,0.158345264447653,0.876649671549686,0.951527775446892,-6.40666426821056
"7975702","7975702","VRTN","vertebrae development associated",0.017511986423886,3.89240025580841,0.15831788989975,0.876670805060972,0.951527775446892,-6.40666880964626
"8164742","8164742","DDX31","DEAD (Asp-Glu-Ala-Asp) box polypeptide 31",0.0131565249884389,5.5909878487126,0.158181408832729,0.876776171711051,0.951541265840814,-6.40669144017712
"8173503","8173503","RGAG4","retrotransposon gag domain containing 4",-0.0110655611201445,4.16608961244357,-0.158155981319495,0.876795802630321,0.951541265840814,-6.40669565427758
"7971800","7971800","MRPS31P5","mitochondrial ribosomal protein S31 pseudogene 5",-0.0118220219456919,4.23903851767466,-0.157816507933439,0.877057895951236,0.951726580817994,-6.406751850545
"7903878","7903878","RBM15","RNA binding motif protein 15",0.0115322617101095,6.85986824143199,0.157788978252973,0.877079151138315,0.951726580817994,-6.40675640252338
"8032312","8032312","ATP8B3","ATPase, aminophospholipid transporter, class I, type 8B, member 3",0.0109256056005123,4.5507354032069,0.15754216461887,0.877269716084299,0.951820298288333,-6.40679717733724
"7903079","7903079","DR1","down-regulator of transcription 1",-0.0151954056449952,7.82417272367351,-0.157462540319398,0.877331195752163,0.951820298288333,-6.40681031809544
"7903619","7903619","SARS","seryl-tRNA synthetase",-0.0144062950879125,9.01695502094013,-0.157454478445638,0.877337420547937,0.951820298288333,-6.40681164821403
"8117330","8117330","HIST1H3A","histone cluster 1, H3a",0.026811897801335,5.78998352554468,0.157385448329332,0.877390720958559,0.951820298288333,-6.40682303463055
"8132214","8132214","FKBP9","FK506 binding protein 9, 63 kDa",-0.0210719962796322,6.79737586932847,-0.157268169699226,0.877481277053,0.951857457161246,-6.40684236816644
"7911799","7911799","MEGF6","multiple EGF-like-domains 6",-0.0120636733631132,5.25317680815013,-0.156757037669123,0.877875966000988,0.952108166759165,-6.40692646133254
"7972180","7972180","RNF219","ring finger protein 219",-0.0198148825892677,6.85814572828794,-0.15669754028969,0.877921911251494,0.952108166759165,-6.4069362323245
"8086352","8086352","ULK4","unc-51 like kinase 4",-0.0156327693773672,4.46801001043609,-0.156591542587028,0.878003766267306,0.952108166759165,-6.40695363070456
"8103079","8103079","PRMT9","protein arginine methyltransferase 9",-0.0156594867590742,5.80344824316206,-0.1565801150048,0.878012591120627,0.952108166759165,-6.40695550571869
"7993024","7993024","C16orf71","chromosome 16 open reading frame 71",0.0128914662810136,4.4171979336875,0.156513840265318,0.878063771560256,0.952108166759165,-6.40696637725376
"8099008","8099008","ZFYVE28","zinc finger, FYVE domain containing 28",-0.0130616613433476,4.97443513936764,-0.156389297606176,0.878159950745448,0.952108166759165,-6.40698679450376
"8151906","8151906","GDF6","growth differentiation factor 6",0.0151314340984197,4.28255240380652,0.156383844400676,0.878164162078358,0.952108166759165,-6.40698768812034
"8068151","8068151","KRTAP22-1","keratin associated protein 22-1",0.0134106404960548,4.07887221046849,0.156144295001899,0.878349162084185,0.952108166759165,-6.40702691244164
"8180414","8180414","ST6GALNAC1","ST6 (alpha-N-acetyl-neuraminyl-2,3-beta-galactosyl-1,3)-N-acetylgalactosaminide alpha-2,6-sialyltransferase 1",-0.0278797416003087,8.85663156051275,-0.155741749877562,0.878660057732307,0.952108166759165,-6.40709269113059
"7937014","7937014","LOC387720","collagen alpha-1(X) chain",0.0130234914703662,5.89535246599736,0.155723709011755,0.878673991634702,0.952108166759165,-6.40709563517421
"8120937","8120937","RIPPLY2","ripply transcriptional repressor 2",0.0113430599863973,3.99889090612571,0.155711918744593,0.878683097896239,0.952108166759165,-6.40709755901476
"8097282","8097282","SPRY1","sprouty RTK signaling antagonist 1",-0.012865212357795,6.49908130568433,-0.155663426015839,0.878720551644682,0.952108166759165,-6.4071054701408
"8030671","8030671","SPIB","Spi-B transcription factor (Spi-1/PU.1 related)",-0.0196061544841504,5.86732466812119,-0.155651910695403,0.878729445639584,0.952108166759165,-6.40710734839482
"8042211","8042211","B3GNT2","UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 2",0.0134638090116495,7.45166217232965,0.155639087612299,0.878739349720743,0.952108166759165,-6.407109439794
"8070321","8070321","LOC400867","uncharacterized LOC400867",0.0124320718893971,4.00007073154793,0.155625598297381,0.878749768397981,0.952108166759165,-6.40711163966797
"8082478","8082478","COPG1","coatomer protein complex, subunit gamma 1",0.0129070296807541,8.3707479867765,0.155575343204463,0.878788583889342,0.952108166759165,-6.40711983373255
"8180352","8180352","MRGPRX3","MAS-related GPR, member X3",-0.0104471724085817,4.02352286353391,-0.155570621867016,0.87879223052226,0.952108166759165,-6.4071206034085
"7920185","7920185","LCE3D","late cornified envelope 3D",0.0145557712438089,4.1854074570144,0.155246492444853,0.879042586177254,0.952108166759165,-6.40717338759676
"8133021","8133021","ARAFP2","ARAF pseudogene 2",-0.0148114034711337,4.32363611202577,-0.155211115318878,0.879069912081754,0.952108166759165,-6.40717914209232
"8139804","8139804","ARAFP2","ARAF pseudogene 2",-0.0148114034711337,4.32363611202577,-0.155211115318878,0.879069912081754,0.952108166759165,-6.40717914209232
"8043687","8043687","ANKRD36","ankyrin repeat domain 36",-0.0194837737483864,6.43065474409015,-0.155192266953844,0.879084470951101,0.952108166759165,-6.40718220746178
"8035465","8035465","ISYNA1","inositol-3-phosphate synthase 1",0.014684205683845,5.29720045175532,0.15518706519833,0.879088488903366,0.952108166759165,-6.4071830533745
"8086372","8086372","ULK4","unc-51 like kinase 4",0.0122922873861313,4.87963660879353,0.1551232898162,0.879137750718107,0.952108166759165,-6.40719342227088
"8021101","8021101","HAUS1","HAUS augmin-like complex, subunit 1",0.0198629992004218,5.18685802702408,0.155103589262022,0.879152968060268,0.952108166759165,-6.4071966244197
"8162850","8162850","TEX10","testis expressed 10",-0.0125582961362865,6.22007128048812,-0.155064224059177,0.879183375159869,0.952108166759165,-6.40720302166767
"8169061","8169061","PLP1","proteolipid protein 1",-0.0119456153338362,5.81039275534682,-0.155029532315715,0.879210172476772,0.952108166759165,-6.40720865808978
"8031475","8031475","TMEM190","transmembrane protein 190",0.0174286639800929,5.70525333508825,0.155000010535822,0.87923297642518,0.952108166759165,-6.40721345355034
"8102135","8102135","CXXC4","CXXC finger protein 4",-0.0161655997619361,4.02634461745974,-0.154695326690717,0.879468334463244,0.952282363614198,-6.40726289265475
"7937763","7937763","MRPL23","mitochondrial ribosomal protein L23",-0.0103619205767043,7.2272187884391,-0.154645925638319,0.879506496242286,0.952282363614198,-6.40727089951854
"7914015","7914015","FAM46B","family with sequence similarity 46, member B",0.0134506075982861,5.21461707375604,0.154498690746288,0.879620235465292,0.952344521343338,-6.40729474806336
"7984227","7984227","ANKDD1A","ankyrin repeat and death domain containing 1A",0.0127445757753719,5.10526910767429,0.154418757790719,0.879681984985514,0.95234735426273,-6.40730768582013
"7933359","7933359","RBP3","retinol binding protein 3, interstitial",-0.0132878263602807,4.02440528572187,-0.154252953430424,0.879810074189711,0.95234735426273,-6.40733450124999
"8008016","8008016","TBKBP1","TBK1 binding protein 1",-0.0156613493628637,4.83471363990288,-0.154213518110339,0.879840539762583,0.95234735426273,-6.40734087487371
"8024712","8024712","ATCAY","ataxia, cerebellar, Cayman type",-0.0143825552314478,4.43343870367144,-0.1542036288277,0.879848179713095,0.95234735426273,-6.40734247294685
"8027169","8027169","GATAD2A","GATA zinc finger domain containing 2A",-0.0141609042720106,7.22351331263435,-0.153714215376324,0.880226290988161,0.952510060860259,-6.40742143287999
"8118209","8118209","APOM","apolipoprotein M",-0.011996292846514,4.5698821536113,-0.153651217896559,0.880274963836218,0.952510060860259,-6.40743157846655
"8178043","8178043","APOM","apolipoprotein M",-0.011996292846514,4.5698821536113,-0.153651217896559,0.880274963836218,0.952510060860259,-6.40743157846655
"8179291","8179291","APOM","apolipoprotein M",-0.011996292846514,4.5698821536113,-0.153651217896559,0.880274963836218,0.952510060860259,-6.40743157846655
"8016870","8016870","MRPS23","mitochondrial ribosomal protein S23",0.0196928428843206,5.68618613145291,0.153644430817861,0.88028020767069,0.952510060860259,-6.40743267126137
"8053449","8053449","TMEM150A","transmembrane protein 150A",-0.0144209660724766,5.3572355207195,-0.153431805372141,0.880444489374784,0.952626850391687,-6.40746688196021
"7991395","7991395","GABARAPL3","GABA(A) receptors associated protein like 3, pseudogene",0.0148644433074252,3.85609466533903,0.153112518557985,0.880691192135403,0.95283279753239,-6.40751816545233
"8103092","8103092","LOC100129572","uncharacterized LOC100129572",0.0183751440368418,4.57554536103698,0.152779417432157,0.880948582606062,0.952945418991864,-6.40757155434573
"8140151","8140151","RFC2","replication factor C (activator 1) 2, 40kDa",0.0167423371354936,6.73882446299592,0.152775026805191,0.880951975380284,0.952945418991864,-6.40757225729458
"8026698","8026698","BABAM1","BRISC and BRCA1 A complex member 1",-0.0161536538498623,7.50658693614173,-0.152758962765057,0.880964388585345,0.952945418991864,-6.40757482901054
"8065334","8065334","NKX2-2","NK2 homeobox 2",-0.0116795228665545,4.07909643191548,-0.152671908102831,0.881031659117619,0.952957212350765,-6.40758876103407
"7907849","7907849","LHX4","LIM homeobox 4",0.0135748418022992,4.11903400896103,0.152216793435448,0.881383359617677,0.95327663474483,-6.40766146770554
"7898115","7898115","TMEM51","transmembrane protein 51",-0.0133511538318523,5.38735016850562,-0.152035935925907,0.881523128770189,0.953344284429913,-6.40769030048353
"8016808","8016808","CA10","carbonic anhydrase X",-0.0109291609497135,3.75832527852783,-0.15193782434127,0.881598952472714,0.953344284429913,-6.40770592740091
"8019669","8019669","GCGR","glucagon receptor",0.0113728166633784,4.95546965522428,0.151882011396224,0.881642087005809,0.953344284429913,-6.40771481263357
"7970907","7970907","N4BP2L2","NEDD4 binding protein 2-like 2",0.0141222200650999,7.68223229326065,0.151843991066202,0.881671470901555,0.953344284429913,-6.40772086347944
"8126556","8126556","DLK2","delta-like 2 homolog (Drosophila)",0.0140797665779679,4.61097094216552,0.151696828972085,0.881785206395962,0.95340628673127,-6.40774426975273
"8034217","8034217","EPOR","erythropoietin receptor",-0.0130623365688143,4.05385325651199,-0.151594440456741,0.881864339855455,0.953430870985248,-6.4077605414058
"7912385","7912385","EXOSC10","exosome component 10",-0.0113651289966885,8.03557399508999,-0.15150796086347,0.881931178746391,0.953442160627093,-6.40777427627505
"7908879","7908879","PPFIA4","protein tyrosine phosphatase, receptor type, f polypeptide (PTPRF), interacting protein (liprin), alpha 4",-0.0102083191927944,4.24310741539364,-0.151328904572409,0.882069571891476,0.953491104046705,-6.40780268954615
"7904314","7904314","TTF2","transcription termination factor, RNA polymerase II",0.0130007460259005,5.99464850059835,0.151303444479315,0.88208925040166,0.953491104046705,-6.40780672692327
"7908022","7908022","DHX9","DEAH (Asp-Glu-Ala-His) box helicase 9",0.0166194540254594,7.86649413955119,0.151026188869315,0.882303550942417,0.953547173219818,-6.40785064938046
"8122865","8122865","VIP","vasoactive intestinal peptide",-0.0367485865722958,4.46816752353716,-0.151014640847257,0.882312477021422,0.953547173219818,-6.40785247706122
"7976425","7976425","OTUB2","OTU deubiquitinase, ubiquitin aldehyde binding 2",0.0138434143857049,4.74356720029586,0.15099768663244,0.882325581864019,0.953547173219818,-6.40785516011627
"7957008","7957008","CPSF6","cleavage and polyadenylation specific factor 6, 68kDa",-0.0135087646992185,7.71304233656603,-0.15094444898843,0.882366732393874,0.953547173219818,-6.4078635831812
"8093852","8093852","MSX1","msh homeobox 1",-0.0122072082174318,4.79913909656439,-0.150717129890307,0.882542444797333,0.95364381182006,-6.40789951547895
"7915982","7915982","BEND5","BEN domain containing 5",-0.01286377406519,4.21368251763026,-0.150629469497052,0.882610205984358,0.95364381182006,-6.4079133575292
"8106418","8106418","CRHBP","corticotropin releasing hormone binding protein",0.0117121730394238,4.12644471245379,0.150523931459763,0.882691787806927,0.95364381182006,-6.4079300119106
"7959623","7959623","GTF2H3","general transcription factor IIH, polypeptide 3, 34kDa",0.0144697925266701,6.94475986506853,0.150467544303201,0.882735376142002,0.95364381182006,-6.40793890529281
"8116253","8116253","GRM6","glutamate receptor, metabotropic 6",0.0134080085956096,4.4219640448899,0.150463891144016,0.882738200116652,0.95364381182006,-6.40793948135456
"7956105","7956105","IKZF4","IKAROS family zinc finger 4 (Eos)",0.0200664281518632,4.6865307919906,0.150069978638106,0.883042713182129,0.953894037519471,-6.40800151511989
"8169085","8169085","FAM199X","family with sequence similarity 199, X-linked",-0.0131659436032416,7.4487607687095,-0.150018295986121,0.883082667763945,0.953894037519471,-6.4080096421354
"7920027","7920027","CELF3","CUGBP, Elav-like family member 3",-0.0126226445341899,5.24932236353923,-0.149898864326044,0.883174998705686,0.9539155147161,-6.40802841190516
"7981777","7981777","LOC400968","uncharacterized LOC400968",-0.0161660039464522,3.81716795105774,-0.149761204379332,0.883281423886768,0.9539155147161,-6.40805002793686
"8124484","8124484","HIST1H2BJ","histone cluster 1, H2bj",0.0113151179401525,4.73544797493829,0.149736868577229,0.883300238189856,0.9539155147161,-6.408053847204
"7920337","7920337","INTS3","integrator complex subunit 3",-0.015191649200891,3.81678671405834,-0.149700637109447,0.883328249312702,0.9539155147161,-6.40805953223422
"7917472","7917472","GTF2B","general transcription factor IIB",-0.0135405630494052,8.69207843468803,-0.149583040149591,0.883419166515228,0.953927974405954,-6.40807797476753
"8177282","8177282","TTTY13","testis-specific transcript, Y-linked 13 (non-protein coding)",-0.0125410493104203,3.63959111224576,-0.149496960142718,0.88348571825027,0.953927974405954,-6.4080914653957
